时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°),策略
45.059,174.199,-15.600,85.627,-4.800,4.843,-0.307,5.801,纯LQR平衡
45.079,174.089,16.200,85.562,-5.400,-0.817,-0.197,5.911,纯LQR平衡
45.099,174.199,0.000,85.518,0.000,2.048,-1.179,5.801,纯LQR平衡
45.119,174.243,0.000,85.452,0.000,2.032,-1.178,5.757,纯LQR平衡
45.139,174.243,0.000,85.452,0.000,2.032,-1.178,5.757,纯LQR平衡
45.159,174.155,-6.000,85.474,0.000,3.138,-1.179,5.845,纯LQR平衡
45.179,174.595,24.600,85.452,0.000,-2.500,-1.178,5.405,纯LQR平衡
45.200,174.990,7.200,85.430,0.000,0.478,-1.178,5.010,纯LQR平衡
45.219,175.342,23.400,85.408,0.000,-2.549,-1.178,4.658,纯LQR平衡
45.239,175.715,22.200,85.408,0.000,-2.466,-1.178,4.285,纯LQR平衡
45.259,175.737,0.000,85.408,0.000,1.505,-1.178,4.263,纯LQR平衡
45.279,175.803,0.000,85.408,0.000,1.481,-1.178,4.197,纯LQR平衡
45.299,175.847,0.000,85.408,-4.800,1.466,-0.304,4.153,纯LQR平衡
45.319,175.913,4.800,85.386,-5.400,0.582,-0.195,4.087,纯LQR平衡
45.339,175.935,-5.400,85.386,0.000,2.403,-1.177,4.065,纯LQR平衡
45.359,175.957,4.800,85.386,0.000,0.567,-1.177,4.043,纯LQR平衡
45.379,175.979,0.000,85.364,0.000,1.419,-1.177,4.021,纯LQR平衡
45.399,176.001,0.000,85.364,0.000,1.412,-1.177,3.999,纯LQR平衡
45.419,176.001,0.000,85.342,0.000,1.412,-1.177,3.999,纯LQR平衡
45.439,176.023,0.000,85.342,0.000,1.404,-1.177,3.977,纯LQR平衡
45.459,176.023,0.000,85.320,-4.800,1.404,-0.303,3.977,纯LQR平衡
45.480,176.045,0.000,85.298,0.000,1.396,-1.176,3.955,纯LQR平衡
45.500,176.045,0.000,85.298,0.000,1.396,-1.176,3.955,纯LQR平衡
45.521,176.045,0.000,85.276,0.000,1.396,-1.176,3.955,纯LQR平衡
45.540,176.045,0.000,85.232,0.000,1.396,-1.175,3.955,纯LQR平衡
45.561,176.067,0.000,84.045,-270.000,1.388,47.956,3.933,纯LQR平衡
45.580,176.067,4.800,80.881,-41.400,0.528,6.416,3.933,纯LQR平衡
45.600,176.089,0.000,80.881,0.000,1.381,-1.115,3.911,纯LQR平衡
45.620,176.089,0.000,80.903,0.000,1.381,-1.116,3.911,纯LQR平衡
45.640,176.089,0.000,80.881,-5.400,1.381,-0.133,3.911,纯LQR平衡
45.659,176.111,0.000,80.903,0.000,1.373,-1.116,3.889,纯LQR平衡
45.679,176.111,0.000,80.881,0.000,1.373,-1.115,3.889,纯LQR平衡
45.699,176.111,0.000,80.903,0.000,1.373,-1.116,3.889,纯LQR平衡
45.719,176.133,0.000,80.881,0.000,1.365,-1.115,3.867,纯LQR平衡
45.739,176.133,0.000,80.881,0.000,1.365,-1.115,3.867,纯LQR平衡
45.759,176.133,0.000,80.881,0.000,1.365,-1.115,3.867,纯LQR平衡
45.779,176.155,0.000,80.881,0.000,1.357,-1.115,3.845,纯LQR平衡
45.799,176.155,0.000,80.881,0.000,1.357,-1.115,3.845,纯LQR平衡
45.819,176.155,0.000,80.881,0.000,1.357,-1.115,3.845,纯LQR平衡
45.839,176.155,0.000,80.881,0.000,1.357,-1.115,3.845,纯LQR平衡
45.859,176.177,0.000,80.881,0.000,1.350,-1.115,3.823,纯LQR平衡
45.879,176.177,0.000,80.881,-5.400,1.350,-0.133,3.823,纯LQR平衡
45.900,176.177,0.000,80.881,0.000,1.350,-1.115,3.823,纯LQR平衡
45.919,176.199,0.000,80.859,0.000,1.342,-1.115,3.801,纯LQR平衡
45.939,176.199,0.000,80.859,0.000,1.342,-1.115,3.801,纯LQR平衡
45.959,176.199,0.000,80.859,0.000,1.342,-1.115,3.801,纯LQR平衡
45.979,176.221,0.000,80.859,0.000,1.334,-1.115,3.779,纯LQR平衡
45.999,176.221,0.000,80.837,0.000,1.334,-1.115,3.779,纯LQR平衡
46.019,176.221,0.000,80.837,0.000,1.334,-1.115,3.779,纯LQR平衡
46.039,176.221,0.000,80.815,0.000,1.334,-1.114,3.779,纯LQR平衡
46.059,176.243,-4.800,80.815,0.000,2.186,-1.114,3.757,纯LQR平衡
46.079,176.243,10.200,80.793,0.000,-0.502,-1.114,3.757,纯LQR平衡
46.099,176.243,0.000,80.793,0.000,1.326,-1.114,3.757,纯LQR平衡
46.119,176.243,0.000,80.771,0.000,1.326,-1.114,3.757,纯LQR平衡
46.140,176.243,0.000,80.771,-4.800,1.326,-0.241,3.757,纯LQR平衡
