时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°),能量(J),模式,是否平衡
38.479,340.554,94.800,348.772,239.400,-220.000,-220.000,160.554,-0.000,文献能量启摆,0
38.500,341.543,-112.200,353.013,-171.600,220.000,220.000,161.543,-0.000,文献能量启摆,0
38.520,339.983,97.800,348.882,208.800,-220.000,-220.000,159.983,-0.000,文献能量启摆,0
38.539,340.708,-152.400,353.123,-174.600,220.000,220.000,160.708,-0.000,文献能量启摆,0
38.559,338.708,93.600,349.409,221.400,-220.000,-220.000,158.708,-0.000,文献能量启摆,0
38.580,339.258,-166.200,353.870,-165.000,220.000,220.000,159.258,-0.000,文献能量启摆,0
38.600,336.577,117.000,349.717,207.600,-220.000,-220.000,156.577,-0.000,文献能量启摆,0
38.620,337.456,-155.400,354.089,-161.400,220.000,220.000,157.456,-0.000,文献能量启摆,0
38.640,335.742,109.800,349.695,210.600,-220.000,-220.000,155.742,-0.000,文献能量启摆,0
38.660,336.929,-157.800,354.221,-156.600,220.000,220.000,156.929,-0.000,文献能量启摆,0
38.680,334.907,127.800,350.376,217.200,-220.000,-220.000,154.907,-0.000,文献能量启摆,0
38.700,336.533,-148.200,355.210,-144.000,220.000,220.000,156.533,-0.000,文献能量启摆,0
38.720,334.490,115.800,350.969,169.200,-220.000,-220.000,154.490,-0.000,文献能量启摆,0
38.740,336.160,-148.200,355.737,-155.400,220.000,220.000,156.160,-0.000,文献能量启摆,0
38.760,333.523,99.600,351.299,169.200,-220.000,-220.000,153.523,-0.000,文献能量启摆,0
38.780,335.391,-142.800,355.144,-153.000,220.000,220.000,155.391,-0.000,文献能量启摆,0
38.800,333.193,112.200,350.398,173.400,-220.000,-220.000,153.193,-0.000,文献能量启摆,0
38.820,335.369,-137.400,354.551,-169.200,220.000,220.000,155.369,-0.000,文献能量启摆,0
38.840,332.864,103.200,349.893,171.600,-220.000,-220.000,152.864,-0.000,文献能量启摆,0
38.859,335.061,-113.400,353.320,-167.400,220.000,220.000,155.061,-0.000,文献能量启摆,0
38.879,333.018,111.600,348.948,205.200,-220.000,-220.000,153.018,-0.000,文献能量启摆,0
38.899,335.149,-139.800,352.991,-177.000,220.000,220.000,155.149,-0.000,文献能量启摆,0
38.919,332.996,111.000,348.728,219.000,-220.000,-220.000,152.996,-0.000,文献能量启摆,0
38.939,334.248,-130.200,352.156,-178.800,220.000,220.000,154.248,-0.000,文献能量启摆,0
38.959,331.436,99.000,348.289,245.400,-220.000,-220.000,151.436,-0.000,文献能量启摆,0
38.979,332.578,-130.200,352.068,-177.600,220.000,220.000,152.578,-0.000,文献能量启摆,0
38.999,329.744,99.000,348.113,240.000,-220.000,-220.000,149.744,-0.000,文献能量启摆,0
39.019,330.557,-139.800,351.233,-235.800,220.000,220.000,150.557,-0.000,文献能量启摆,0
39.039,328.228,105.000,347.783,256.800,-220.000,-220.000,148.228,-0.001,文献能量启摆,0
39.060,329.436,-105.600,351.299,-208.200,220.000,220.000,149.436,-0.001,文献能量启摆,0
39.079,327.437,109.800,347.695,259.800,-220.000,-220.000,147.437,-0.001,文献能量启摆,0
39.099,328.777,-135.600,351.409,-217.800,220.000,220.000,148.777,-0.000,文献能量启摆,0
39.119,327.305,117.000,348.179,255.000,-220.000,-220.000,147.305,-0.001,文献能量启摆,0
39.139,328.623,-130.200,351.914,-221.400,220.000,220.000,148.623,-0.000,文献能量启摆,0
39.159,327.063,118.200,348.223,244.800,-220.000,-220.000,147.063,-0.001,文献能量启摆,0
39.179,328.425,-125.400,352.046,-183.600,220.000,220.000,148.425,-0.001,文献能量启摆,0
39.199,327.041,112.800,348.750,246.000,-220.000,-220.000,147.041,-0.001,文献能量启摆,0
39.219,328.008,-142.200,352.617,-199.200,220.000,220.000,148.008,-0.000,文献能量启摆,0
39.239,326.580,117.600,348.794,228.600,-220.000,-220.000,146.580,-0.001,文献能量启摆,0
39.259,327.678,-149.400,352.749,-172.200,220.000,220.000,147.678,-0.000,文献能量启摆,0
39.279,326.162,117.600,348.750,223.200,-220.000,-220.000,146.162,-0.001,文献能量启摆,0
39.299,326.953,-136.200,352.815,-172.200,220.000,220.000,146.953,-0.001,文献能量启摆,0
39.319,325.679,117.600,349.255,236.400,-220.000,-220.000,145.679,-0.001,文献能量启摆,0
39.339,326.821,-129.000,353.518,-175.800,220.000,220.000,146.821,-0.001,文献能量启摆,0
39.359,325.547,116.400,349.475,214.200,-220.000,-220.000,145.547,-0.001,文献能量启摆,0
39.379,326.316,-124.800,353.738,-159.600,220.000,220.000,146.316,-0.001,文献能量启摆,0
39.399,325.107,100.800,349.409,210.000,-220.000,-220.000,145.107,-0.001,文献能量启摆,0
39.419,326.184,-106.200,352.925,-193.200,220.000,220.000,146.184,-0.001,文献能量启摆,0
39.439,324.954,95.400,348.860,231.000,-220.000,-220.000,144.954,-0.001,文献能量启摆,0
39.459,326.008,-123.600,352.749,-160.800,220.000,220.000,146.008,-0.001,文献能量启摆,0
39.479,324.910,100.200,348.706,231.600,-220.000,-220.000,144.910,-0.001,文献能量启摆,0
39.499,325.854,-111.600,352.793,-171.600,220.000,220.000,145.854,-0.001,文献能量启摆,0
39.520,324.646,105.600,349.277,247.200,-220.000,-220.000,144.646,-0.001,文献能量启摆,0
39.540,325.657,-106.800,353.474,-176.400,220.000,220.000,145.657,-0.001,文献能量启摆,0
39.559,324.294,100.800,349.409,210.000,-220.000,-220.000,144.294,-0.001,文献能量启摆,0
39.579,324.998,-106.200,353.694,-159.600,220.000,220.000,144.998,-0.001,文献能量启摆,0
39.599,323.833,99.000,349.365,219.000,-220.000,-220.000,143.833,-0.001,文献能量启摆,0
39.619,324.734,-99.000,352.837,-183.000,220.000,220.000,144.734,-0.001,文献能量启摆,0
39.639,323.767,84.600,348.794,228.000,-220.000,-220.000,143.767,-0.001,文献能量启摆,0
39.659,324.558,-100.200,352.639,-166.800,220.000,220.000,144.558,-0.001,文献能量启摆,0
39.679,323.525,89.400,348.596,228.600,-220.000,-220.000,143.525,-0.001,文献能量启摆,0
39.699,324.470,-85.800,352.683,-176.400,220.000,220.000,144.470,-0.001,文献能量启摆,0
39.719,323.350,98.400,349.211,225.000,-220.000,-220.000,143.350,-0.001,文献能量启摆,0
39.739,323.877,-111.000,353.408,-160.200,220.000,220.000,143.877,-0.001,文献能量启摆,0
39.759,322.668,83.400,349.343,220.800,-220.000,-220.000,142.668,-0.001,文献能量启摆,0
39.779,323.350,-109.200,353.606,-170.400,220.000,220.000,143.350,-0.001,文献能量启摆,0
39.799,322.493,94.200,350.024,221.400,-220.000,-220.000,142.493,-0.001,文献能量启摆,0
39.819,323.196,-94.200,354.463,-174.600,220.000,220.000,143.196,-0.001,文献能量启摆,0
39.839,322.185,82.200,350.398,191.400,-220.000,-220.000,142.185,-0.001,文献能量启摆,0
39.859,322.866,-110.400,354.902,-147.000,220.000,220.000,142.866,-0.001,文献能量启摆,0
39.880,321.746,77.400,350.574,174.000,-220.000,-220.000,141.746,-0.001,文献能量启摆,0
39.900,322.427,-103.800,355.078,-156.600,220.000,220.000,142.427,-0.001,文献能量启摆,0
39.919,321.218,82.200,350.574,168.600,-220.000,-220.000,141.218,-0.001,文献能量启摆,0
39.939,321.658,-116.400,354.287,-160.200,220.000,220.000,141.658,-0.001,文献能量启摆,0
39.959,320.427,78.000,349.695,196.200,-220.000,-220.000,140.427,-0.001,文献能量启摆,0
39.979,321.021,-105.600,353.694,-159.000,220.000,220.000,141.021,-0.001,文献能量启摆,0
39.999,319.988,63.000,349.277,219.000,-220.000,-220.000,139.988,-0.001,文献能量启摆,0
40.019,320.559,-115.200,352.661,-199.200,220.000,220.000,140.559,-0.001,文献能量启摆,0
40.039,319.329,67.200,348.662,244.200,-220.000,-220.000,139.329,-0.001,文献能量启摆,0
40.059,319.966,-98.400,352.507,-173.400,220.000,220.000,139.966,-0.001,文献能量启摆,0
40.080,318.977,73.200,348.530,233.400,-220.000,-220.000,138.977,-0.001,文献能量启摆,0
40.099,319.548,-95.400,352.551,-177.600,220.000,220.000,139.548,-0.001,文献能量启摆,0
40.119,318.406,63.600,349.102,251.400,-220.000,-220.000,138.406,-0.001,文献能量启摆,0
40.139,318.977,-114.600,353.232,-165.600,220.000,220.000,138.977,-0.001,文献能量启摆,0
40.159,317.681,63.000,349.167,220.800,-220.000,-220.000,137.681,-0.001,文献能量启摆,0
40.180,318.010,-99.600,353.320,-170.400,220.000,220.000,138.010,-0.001,文献能量启摆,0
40.200,316.494,62.400,349.146,220.800,-220.000,-220.000,136.494,-0.001,文献能量启摆,0
40.219,316.802,-105.000,353.452,-171.000,220.000,220.000,136.802,-0.001,文献能量启摆,0
40.240,315.352,50.400,349.805,213.600,-177.931,-220.000,135.352,-0.001,文献能量启摆,0
40.259,316.055,-60.600,354.265,-152.400,213.915,220.000,136.055,-0.001,文献能量启摆,0
40.280,315.483,71.400,350.046,179.400,-220.000,-220.000,135.483,-0.001,文献能量启摆,0
40.299,316.274,-88.200,354.617,-163.200,220.000,220.000,136.274,-0.001,文献能量启摆,0
40.320,314.846,69.000,350.947,197.400,-220.000,-220.000,134.846,-0.001,文献能量启摆,0
40.340,315.703,-106.800,355.715,-158.400,220.000,220.000,135.703,-0.001,文献能量启摆,0
40.360,314.143,79.800,351.760,166.800,-220.000,-220.000,134.143,-0.001,文献能量启摆,0
40.379,314.692,-117.000,356.484,-157.800,220.000,220.000,134.692,-0.001,文献能量启摆,0
40.399,313.044,63.000,353.167,169.200,-220.000,-220.000,133.044,-0.001,文献能量启摆,0
40.419,313.726,-121.200,358.264,-153.600,220.000,220.000,133.726,-0.001,文献能量启摆,0
40.439,312.166,88.800,354.661,174.600,-220.000,-220.000,132.166,-0.001,文献能量启摆,0
40.459,312.737,-117.600,359.583,-162.000,220.000,220.000,132.737,-0.001,文献能量启摆,0
40.480,311.616,85.200,355.627,172.800,-220.000,-220.000,131.616,-0.001,文献能量启摆,0
40.500,312.429,-118.800,0.396,-169.200,220.000,220.000,132.429,-0.001,文献能量启摆,0
40.519,311.309,94.800,356.990,175.200,-220.000,-220.000,131.309,-0.001,文献能量启摆,0
40.539,311.968,-129.600,1.824,-168.600,220.000,220.000,131.968,-0.001,文献能量启摆,0
40.560,310.781,103.800,357.913,173.400,-220.000,-220.000,130.781,-0.001,文献能量启摆,0
40.580,311.528,-135.600,2.483,-168.000,220.000,220.000,131.528,-0.001,文献能量启摆,0
40.600,310.342,121.800,358.308,163.200,-220.000,-220.000,130.342,-0.001,文献能量启摆,0
40.620,311.440,-148.200,2.812,-200.400,220.000,220.000,131.440,-0.001,文献能量启摆,0
40.640,310.386,134.400,359.209,174.600,-220.000,-220.000,130.386,-0.001,文献能量启摆,0
40.660,311.748,-149.400,3.450,-210.000,220.000,220.000,131.748,-0.001,文献能量启摆,0
40.680,310.320,136.200,359.407,175.200,-220.000,-220.000,130.320,-0.001,文献能量启摆,0
40.700,311.880,-142.800,3.647,-224.400,220.000,220.000,131.880,-0.001,文献能量启摆,0
40.720,310.737,141.000,359.385,174.600,-220.000,-220.000,130.737,-0.001,文献能量启摆,0
40.740,312.275,-148.200,3.032,-235.800,220.000,220.000,132.275,-0.001,文献能量启摆,0
40.760,310.825,128.400,358.682,156.600,-220.000,-220.000,130.825,-0.001,文献能量启摆,0
40.780,312.188,-154.200,2.834,-202.800,220.000,220.000,132.188,-0.001,文献能量启摆,0
40.800,310.737,142.800,358.528,163.200,-220.000,-220.000,130.737,-0.001,文献能量启摆,0
40.820,311.814,-154.200,2.922,-212.400,220.000,220.000,131.814,-0.001,文献能量启摆,0
40.840,310.605,134.400,358.484,168.600,-220.000,-220.000,130.605,-0.001,文献能量启摆,0
40.869,310.056,-199.800,358.945,-455.400,220.000,220.000,130.056,-0.001,文献能量启摆,0
40.884,307.837,79.200,348.684,-524.400,-220.000,-220.000,127.837,-0.002,文献能量启摆,0
40.900,309.309,-76.800,348.904,-183.600,220.000,220.000,129.309,-0.001,文献能量启摆,0
40.920,308.188,129.000,344.883,198.000,-220.000,-220.000,128.188,-0.001,文献能量启摆,0
40.940,309.375,-143.400,348.069,-254.400,220.000,220.000,129.375,-0.001,文献能量启摆,0
40.960,307.815,127.800,344.421,180.600,-220.000,-220.000,127.815,-0.001,文献能量启摆,0
40.980,309.067,-148.800,348.179,-235.200,220.000,220.000,129.067,-0.001,文献能量启摆,0
40.999,307.881,139.800,344.355,185.400,-220.000,-220.000,127.881,-0.001,文献能量启摆,0
41.020,309.265,-131.400,347.695,-259.800,220.000,220.000,129.265,-0.001,文献能量启摆,0
41.039,308.123,136.800,343.718,175.200,-220.000,-220.000,128.123,-0.001,文献能量启摆,0
41.059,309.287,-130.200,347.629,-222.600,220.000,220.000,129.287,-0.001,文献能量启摆,0
41.079,308.101,130.200,343.542,174.600,-220.000,-220.000,128.101,-0.001,文献能量启摆,0
41.099,309.221,-142.800,346.992,-238.200,220.000,220.000,129.221,-0.001,文献能量启摆,0
41.119,307.925,134.400,342.817,174.000,-220.000,-220.000,127.925,-0.001,文献能量启摆,0
41.139,309.067,-147.600,346.816,-206.400,220.000,220.000,129.067,-0.001,文献能量启摆,0
41.159,308.057,126.000,342.554,153.000,-220.000,-220.000,128.057,-0.001,文献能量启摆,0
41.179,309.089,-148.800,346.838,-201.000,220.000,220.000,129.089,-0.001,文献能量启摆,0
41.200,307.793,133.200,343.345,175.800,-220.000,-220.000,127.793,-0.001,文献能量启摆,0
41.219,308.936,-153.600,347.432,-236.400,220.000,220.000,128.936,-0.001,文献能量启摆,0
41.239,307.749,136.200,343.608,169.800,-220.000,-220.000,127.749,-0.001,文献能量启摆,0
41.259,308.804,-142.800,347.629,-223.200,220.000,220.000,128.804,-0.001,文献能量启摆,0
41.279,307.375,127.800,344.421,208.800,-220.000,-220.000,127.375,-0.002,文献能量启摆,0
41.299,308.584,-137.400,348.091,-259.200,220.000,220.000,128.584,-0.001,文献能量启摆,0
41.319,307.046,141.000,344.553,219.000,-220.000,-220.000,127.046,-0.002,文献能量启摆,0
41.339,308.013,-147.000,348.267,-233.400,220.000,220.000,128.013,-0.001,文献能量启摆,0
41.359,306.541,133.200,344.443,186.000,-220.000,-220.000,126.541,-0.002,文献能量启摆,0
41.379,307.705,-137.400,348.333,-244.800,220.000,220.000,127.705,-0.001,文献能量启摆,0
41.399,306.387,119.400,345.212,221.400,-220.000,-220.000,126.387,-0.002,文献能量启摆,0
41.419,307.507,-145.800,348.772,-244.200,220.000,220.000,127.507,-0.001,文献能量启摆,0
41.439,306.101,126.000,345.212,208.800,-220.000,-220.000,126.101,-0.002,文献能量启摆,0
41.459,307.463,-136.800,348.904,-257.400,220.000,220.000,127.463,-0.001,文献能量启摆,0
41.479,306.387,135.000,345.981,245.400,-220.000,-220.000,126.387,-0.002,文献能量启摆,0
41.499,307.617,-141.000,349.277,-260.400,220.000,220.000,127.617,-0.001,文献能量启摆,0
41.519,306.321,147.600,345.916,243.600,-220.000,-220.000,126.321,-0.002,文献能量启摆,0
41.539,307.639,-146.400,349.409,-238.200,220.000,220.000,127.639,-0.001,文献能量启摆,0
41.559,306.145,130.200,345.828,232.200,-220.000,-220.000,126.145,-0.002,文献能量启摆,0
41.580,307.134,-148.800,348.750,-259.800,220.000,220.000,127.134,-0.001,文献能量启摆,0
41.600,305.640,130.800,344.575,196.800,-220.000,-220.000,125.640,-0.002,文献能量启摆,0
41.619,306.914,-135.600,347.783,-260.400,220.000,220.000,126.914,-0.002,文献能量启摆,0
41.640,305.376,120.000,343.806,174.600,-220.000,-220.000,125.376,-0.002,文献能量启摆,0
41.660,306.716,-157.800,347.695,-239.400,220.000,220.000,126.716,-0.002,文献能量启摆,0
41.680,304.980,146.400,343.674,174.600,-220.000,-220.000,124.980,-0.002,文献能量启摆,0
41.700,306.145,-146.400,347.761,-237.600,220.000,220.000,126.145,-0.002,文献能量启摆,0
41.719,304.497,136.800,343.608,158.400,-220.000,-220.000,124.497,-0.002,文献能量启摆,0
41.740,305.969,-147.000,347.212,-203.400,220.000,220.000,125.969,-0.002,文献能量启摆,0
41.760,304.080,124.800,342.993,163.800,-220.000,-220.000,124.080,-0.002,文献能量启摆,0
41.780,305.640,-163.800,346.992,-214.200,220.000,220.000,125.640,-0.002,文献能量启摆,0
41.800,304.058,137.400,342.773,162.000,-220.000,-220.000,124.058,-0.002,文献能量启摆,0
41.820,305.596,-157.800,347.080,-218.400,220.000,220.000,125.596,-0.002,文献能量启摆,0
41.840,303.926,126.600,342.751,173.400,-220.000,-220.000,123.926,-0.002,文献能量启摆,0
41.860,305.596,-158.400,347.190,-198.600,220.000,220.000,125.596,-0.002,文献能量启摆,0
41.880,304.102,131.400,343.608,175.200,-220.000,-220.000,124.102,-0.002,文献能量启摆,0
41.900,305.706,-156.600,347.739,-248.400,220.000,220.000,125.706,-0.002,文献能量启摆,0
41.920,303.926,135.600,343.718,174.600,-220.000,-220.000,123.926,-0.002,文献能量启摆,0
41.940,305.596,-154.200,347.234,-247.800,220.000,220.000,125.596,-0.002,文献能量启摆,0
41.960,303.838,135.000,343.059,164.400,-220.000,-220.000,123.838,-0.002,文献能量启摆,0
41.980,305.134,-157.800,347.080,-231.000,220.000,220.000,125.134,-0.002,文献能量启摆,0
42.000,303.333,124.800,342.861,168.000,-220.000,-220.000,123.333,-0.002,文献能量启摆,0
42.020,304.827,-148.200,347.124,-223.200,220.000,220.000,124.827,-0.002,文献能量启摆,0
42.040,302.915,118.200,342.817,159.000,-220.000,-220.000,122.915,-0.002,文献能量启摆,0
42.060,304.036,-163.800,346.597,-212.400,220.000,220.000,124.036,-0.002,文献能量启摆,0
42.079,302.124,126.000,341.938,150.000,-220.000,-220.000,122.124,-0.002,文献能量启摆,0
42.099,303.464,-153.000,345.322,-211.200,220.000,220.000,123.464,-0.002,文献能量启摆,0
42.120,302.014,134.400,340.576,162.600,-220.000,-220.000,122.014,-0.002,文献能量启摆,0
42.139,303.442,-153.600,344.268,-169.800,220.000,220.000,123.442,-0.002,文献能量启摆,0
42.159,301.904,124.800,339.521,146.400,-220.000,-220.000,121.904,-0.002,文献能量启摆,0
42.179,303.398,-156.600,342.642,-173.400,220.000,220.000,123.398,-0.002,文献能量启摆,0
42.200,302.058,135.000,337.742,162.600,-220.000,-220.000,122.058,-0.002,文献能量启摆,0
42.220,303.552,-157.800,341.082,-183.600,220.000,220.000,123.552,-0.002,文献能量启摆,0
42.240,301.685,141.000,335.610,112.800,-220.000,-220.000,121.685,-0.002,文献能量启摆,0
42.260,302.959,-163.800,338.511,-171.600,220.000,220.000,122.959,-0.002,文献能量启摆,0
42.280,301.267,121.800,333.369,174.600,-220.000,-220.000,121.267,-0.002,文献能量启摆,0
42.300,302.717,-165.000,336.863,-168.000,220.000,220.000,122.717,-0.002,文献能量启摆,0
42.320,301.421,141.600,332.600,231.600,-220.000,-220.000,121.421,-0.002,文献能量启摆,0
42.340,302.893,-147.600,335.808,-177.000,220.000,220.000,122.893,-0.002,文献能量启摆,0
42.360,301.333,136.200,332.007,234.000,-220.000,-220.000,121.333,-0.002,文献能量启摆,0
42.380,302.410,-164.400,335.764,-195.000,220.000,220.000,122.410,-0.002,文献能量启摆,0
42.400,301.047,123.000,331.919,238.200,-220.000,-220.000,121.047,-0.002,文献能量启摆,0
42.420,302.300,-142.800,335.830,-194.400,220.000,220.000,122.300,-0.002,文献能量启摆,0
42.440,300.762,123.600,332.468,250.800,-220.000,-220.000,120.762,-0.002,文献能量启摆,0
42.460,301.970,-152.400,336.445,-176.400,220.000,220.000,121.970,-0.002,文献能量启摆,0
42.479,300.366,135.000,332.490,232.800,-220.000,-220.000,120.366,-0.002,文献能量启摆,0
42.500,301.421,-159.600,335.742,-202.200,220.000,220.000,121.421,-0.002,文献能量启摆,0
